secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,91,0.00021,0.756,0,0,34.4,-5.48301081,36.17938944,0,0,-255,0,-255,0,0,0,0,0,0,0,0
2,0,91,0.00083,2.232,0,0,34.4,-5.48301701,36.17938693,0,0,-255,0,-255,0,0,0,0,0,0,0,0
3,0,92,0.00294,4.4208,0,0,34.4,-5.48304040,36.17938919,0,0,-255,0,-255,0,0,0,0,0,0,0,0
4,0,92,0.00514,6.5268,0,0,34,-5.48306328,36.17938148,0,-18.1819,-255,0,-255,0,0,0,0,0,0,0,0
5,0,92,0.00795,9.0792,0,0,33.4,-5.48309438,36.17937863,0,-18.1819,-255,0,-255,0,0,0,0,0,0,0,0
6,0,92,0.0116,11.5164,0,0,33.6,-5.48312975,36.17939489,0,5.47937,-255,0,-255,0,0,0,0,0,0,0,0
7,0,92,0.0156,13.3596,0,0,33.8,-5.48316638,36.17941551,0,5.00002,-255,0,-255,0,0,0,0,0,0,0,0
8,0,89,0.01973,14.6628,0,0,33.6,-5.48320401,36.17943688,0,-4.84263,-255,0,-255,0,0,0,0,0,0,0,0
9,0,85,0.02486,16.9524,0,0,33.6,-5.48325280,36.17946086,0,0,-255,0,-255,0,0,0,0,0,0,0,0
10,0,85,0.03041,18.9324,0,0,33.4,-5.48330653,36.17948541,0,-3.43306,-255,0,-255,0,0,0,0,0,0,0,0
11,0,85,0.03645,20.6856,0,0,32.8,-5.48336646,36.17950997,0,-4.42644,-255,0,-255,0,0,0,0,0,0,0,0
12,0,85,0.04385,24.03,0,0,32.8,-5.48344231,36.17953587,0,-4.42644,-255,0,-255,0,0,0,0,0,0,0,0
13,65,85,0.05129,25.4988,0,184,32.4,-5.48351691,36.17956479,0,-4.96407,-255,0,-255,0,0,0,0,0,0,0,0
14,72,85,0.05927,27.558,0,194,32.2,-5.48359520,36.17959865,0,-3.39651,-255,0,-255,0,0,0,0,0,0,0,0
15,77,85,0.06752,29.0376,0,181,31.4,-5.48367525,36.17963503,0,-2.54802,-255,0,-255,0,0,0,0,0,0,0,0
16,81,85,0.07635,30.744,0,183,31.2,-5.48375797,36.17967778,0,-3.32245,-255,0,-255,0,0,0,0,0,0,0,0
17,86,85,0.08553,32.382,0,167,30.8,-5.48384515,36.17972086,0,-4.25819,-255,0,-255,0,0,0,0,0,0,0,0
18,89,86,0.09509,33.9084,0,167,30.4,-5.48393358,36.17976856,0,-4.19233,-255,0,-255,0,0,0,0,0,0,0,0
19,81,87,0.1053,35.9604,0,170,30.2,-5.48403039,36.17981667,0,-4.38822,-255,0,-255,0,0,0,0,0,0,0,0
20,79,88,0.11573,37.224,0,169,30,-5.48412845,36.17986688,0,-4.21962,-255,0,-255,0,0,0,0,0,0,0,0
21,77,88,0.1266,38.2572,0,179,29.6,-5.48423063,36.17991901,0,-3.59422,-255,0,-255,0,0,0,0,0,0,0,0
22,79,89,0.13767,39.168,0,166,29.2,-5.48433490,36.17997198,0,-3.95556,-255,0,-255,0,0,0,0,0,0,0,0
23,79,89,0.14909,40.2336,0,257,29.2,-5.48443800,36.18003217,0,-3.41793,-255,0,-255,0,0,0,0,0,0,0,0
24,76,89,0.16084,41.2056,0,257,29,-5.48454302,36.18009503,0,-3.33751,-255,0,-255,0,0,0,0,0,0,0,0
25,78,90,0.17319,43.2324,0,236,28.6,-5.48465081,36.18016401,0,-2.6917,-255,0,-255,0,0,0,0,0,0,0,0
26,75,90,0.18633,45.9432,0,197,26.4,-5.48476431,36.18023861,0,-4.13948,-255,0,-255,0,0,0,0,0,0,0,0
27,78,91,0.19953,47.196,0,178,25.6,-5.48487746,36.18031430,0,-4.30981,-255,0,-255,0,0,0,0,0,0,0,0
28,78,91,0.21293,48.078,0,0,25,-5.48499305,36.18039049,0,-4.33916,-255,0,-255,0,0,0,0,0,0,0,0
29,78,91,0.2264,48.4956,0,0,24.4,-5.48510780,36.18046844,0,-4.58871,-255,0,-255,0,0,0,0,0,0,0,0
30,0,91,0.23984,48.5856,0,0,23.8,-5.48522003,36.18054849,0,-4.84338,-255,0,-255,0,0,0,0,0,0,0,0
31,0,91,0.25298,48.0276,0,0,23.4,-5.48533428,36.18062217,0,-4.77981,-255,0,-255,0,0,0,0,0,0,0,0
32,0,92,0.26656,48.384,0,0,22.8,-5.48544902,36.18070180,0,-4.8603,-255,0,-255,0,0,0,0,0,0,0,0
33,0,93,0.27992,48.1644,0,0,22.4,-5.48556528,36.18077673,0,-5.1597,-255,0,-255,0,0,0,0,0,0,0,0
34,0,93,0.29337,48.1032,0,0,22.2,-5.48568531,36.18084898,0,-5.13819,-255,0,-255,0,0,0,0,0,0,0,0
35,0,92,0.30654,47.4588,0,0,21.8,-5.48580115,36.18092157,0,-5.11802,-255,0,-255,0,0,0,0,0,0,0,0
36,0,92,0.31983,47.7612,0,0,21.6,-5.48591212,36.18100061,0,-3.59423,-255,0,-255,0,0,0,0,0,0,0,0
37,0,92,0.33301,47.5632,0,0,21,-5.48602235,36.18107898,0,-3.44341,-255,0,-255,0,0,0,0,0,0,0,0
38,0,91,0.34609,47.3832,0,0,20.6,-5.48612796,36.18115987,0,-3.30146,-255,0,-255,0,0,0,0,0,0,0,0
39,0,90,0.35895,47.0196,0,0,20,-5.48623784,36.18123413,0,-3.32259,-255,0,-255,0,0,0,0,0,0,0,0
40,0,90,0.37193,46.9584,0,0,19.4,-5.48634765,36.18131007,0,-3.33841,-255,0,-255,0,0,0,0,0,0,0,0
41,0,89,0.38426,45.6012,0,0,19,-5.48645477,36.18137931,0,-3.35841,-255,0,-255,0,0,0,0,0,0,0,0
42,0,89,0.39401,38.8332,0,0,18.6,-5.48654219,36.18143127,0,-3.32684,-255,0,-255,0,0,0,0,0,0,0,0
43,0,89,0.40217,32.6196,0,0,18.4,-5.48661654,36.18147343,0,-3.27253,-255,0,-255,0,0,0,0,0,0,0,0
44,0,89,0.40809,25.0488,0,0,18,-5.48667253,36.18150143,0,-3.79951,-255,0,-255,0,0,0,0,0,0,0,0
45,0,89,0.41261,19.1772,0,0,17.6,-5.48672106,36.18151325,0,-4.38074,-255,0,-255,0,0,0,0,0,0,0,0
46,0,88,0.41496,11.8332,0,0,17.4,-5.48674621,36.18151937,0,-5.08132,-255,0,-255,0,0,0,0,0,0,0,0
47,0,88,0.41496,1.3032,0,0,17.4,-5.48673070,36.18150906,0,-4.62609,-255,0,-255,0,0,0,0,0,0,0,0
48,0,88,0.41504,0.287952,0,0,17.4,-5.48673020,36.18151224,0,-4.32028,-255,0,-255,0,0,0,0,0,0,0,0
49,0,88,0.41504,0,0,0,17.8,-5.48672928,36.18150797,0,-3.85371,-255,0,-255,0,0,0,0,0,0,0,0
50,0,87,0.4151,0.215991,0,0,17.8,-5.48672953,36.18150897,0,-3.39146,-255,0,-255,0,0,0,0,0,0,0,0
51,0,88,0.41601,2.16,0,0,17.6,-5.48673699,36.18151459,0,-3.06705,-255,0,-255,0,0,0,0,0,0,0,0
52,0,87,0.41788,5.382,0,0,17.6,-5.48675635,36.18152088,0,-2.65679,-255,0,-255,0,0,0,0,0,0,0,0
53,0,86,0.41882,4.086,0,0,17.6,-5.48676691,36.18152146,0,-2.4117,-255,0,-255,0,0,0,0,0,0,0,0
54,0,85,0.41974,3.2256,0,0,17.6,-5.48677663,36.18151677,0,-1.73602,-255,0,-255,0,0,0,0,0,0,0,0
55,0,84,0.42247,7.3584,0,0,17.6,-5.48679516,36.18149716,0,-0.851065,-255,0,-255,0,0,0,0,0,0,0,0
56,0,84,0.42593,10.5444,0,0,17.6,-5.48682248,36.18147519,0,3.58824e-14,-255,0,-255,0,0,0,0,0,0,0,0
57,0,85,0.43001,13.1472,0,0,17.6,-5.48684914,36.18144544,0,3.58824e-14,-255,0,-255,0,0,0,0,0,0,0,0
58,0,86,0.43442,14.814,0,0,17.6,-5.48687068,36.18140965,0,3.58824e-14,-255,0,-255,0,0,0,0,0,0,0,0
59,0,86,0.4385,14.7384,0,0,17.4,-5.48688342,36.18137419,0,-0.4902,-255,0,-255,0,0,0,0,0,0,0,0
60,140,86,0.44341,16.6068,0,107,17,-5.48690731,36.18133438,0,-1.30486,-255,0,-255,0,0,0,0,0,0,0,0
61,140,84,0.44748,15.2712,0,0,17,-5.48693195,36.18130370,0,-1.30486,-255,0,-255,0,0,0,0,0,0,0,0
62,140,84,0.45111,13.7808,0,0,17,-5.48694880,36.18127386,0,-1.30486,-255,0,-255,0,0,0,0,0,0,0,0
63,0,82,0.45554,14.9364,0,0,17,-5.48698668,36.18124804,0,-1.30486,-255,0,-255,0,0,0,0,0,0,0,0
64,0,82,0.4597,14.2272,0,0,16.8,-5.48703337,36.18124318,0,-1.78563,-255,0,-255,0,0,0,0,0,0,0,0
65,12,81,0.464,14.9436,0,0,16.6,-5.48708081,36.18124913,0,-2.25075,-255,0,-255,0,0,0,0,0,0,0,0
66,12,82,0.46891,17.0856,0,0,16.6,-5.48713144,36.18126590,0,-2.25075,-255,0,-255,0,0,0,0,0,0,0,0
67,55,82,0.47484,20.1924,0,181,16.6,-5.48718877,36.18129213,0,-2.25075,-255,0,-255,0,0,0,0,0,0,0,0
68,66,84,0.48115,21.942,0,242,16.4,-5.48724837,36.18132214,0,-2.56771,-255,0,-255,0,0,0,0,0,0,0,0
69,71,84,0.4882,24.2604,0,215,16.2,-5.48731794,36.18135156,0,-2.36119,-255,0,-255,0,0,0,0,0,0,0,0
70,77,86,0.49558,25.776,0,211,16,-5.48738960,36.18138383,0,-1.81753,-255,0,-255,0,0,0,0,0,0,0,0
71,82,87,0.50324,27.0864,0,203,16,-5.48746521,36.18141568,0,-1.81753,-255,0,-255,0,0,0,0,0,0,0,0
72,84,88,0.511,27.9648,0,184,16,-5.48754056,36.18144955,0,-1.81753,-255,0,-255,0,0,0,0,0,0,0,0
73,87,90,0.51927,29.4264,0,195,15.8,-5.48762253,36.18148341,0,-2.05937,-255,0,-255,0,0,0,0,0,0,0,0
74,93,91,0.52761,30.0348,0,193,15.4,-5.48770233,36.18152171,0,-2.05822,-255,0,-255,0,0,0,0,0,0,0,0
75,78,93,0.53623,30.8772,0,161,15.2,-5.48778280,36.18156396,0,-1.82512,-255,0,-255,0,0,0,0,0,0,0,0
76,74,93,0.5453,32.0616,0,175,15.2,-5.48787290,36.18160092,0,-1.82512,-255,0,-255,0,0,0,0,0,0,0,0
77,77,94,0.55463,32.9364,0,195,15,-5.48796661,36.18163697,0,-2.03948,-255,0,-255,0,0,0,0,0,0,0,0
78,78,95,0.56389,33.1308,0,197,14.8,-5.48805689,36.18167711,0,-1.93851,-255,0,-255,0,0,0,0,0,0,0,0
79,80,95,0.57358,34.0632,0,187,15,-5.48815127,36.18171911,0,-1.44842,-255,0,-255,0,0,0,0,0,0,0,0
80,83,96,0.58322,34.578,0,177,15,-5.48824565,36.18176026,0,-1.17742,-255,0,-255,0,0,0,0,0,0,0,0
81,81,97,0.59299,34.8408,0,180,15.2,-5.48834338,36.18179890,0,-0.97271,-255,0,-255,0,0,0,0,0,0,0,0
82,85,98,0.60313,35.9424,0,203,14.8,-5.48844111,36.18184442,0,-1.36719,-255,0,-255,0,0,0,0,0,0,0,0
83,88,98,0.61358,37.1196,0,218,14,-5.48854488,36.18188666,0,-1.8909,-255,0,-255,0,0,0,0,0,0,0,0
84,88,98,0.62414,37.6956,0,201,13.6,-5.48864898,36.18193075,0,-1.79007,-255,0,-255,0,0,0,0,0,0,0,0
85,74,100,0.63473,37.9296,0,170,13.6,-5.48875468,36.18197266,0,-1.55805,-255,0,-255,0,0,0,0,0,0,0,0
86,74,100,0.6452,37.7784,0,0,14,-5.48885996,36.18201298,0,-1.17601,-255,0,-255,0,0,0,0,0,0,0,0
87,74,102,0.65349,32.2992,0,0,13.8,-5.48894528,36.18204114,0,-1.2029,-255,0,-255,0,0,0,0,0,0,0,0
88,0,102,0.65954,25.1964,0,0,13.8,-5.48900840,36.18206034,0,-0.986917,-255,0,-255,0,0,0,0,0,0,0,0
89,0,103,0.66531,22.1508,0,0,13.8,-5.48906741,36.18208087,0,-1.19331,-255,0,-255,0,0,0,0,0,0,0,0
90,0,104,0.66792,13.4316,0,0,13.8,-5.48909364,36.18209076,0,-1.19331,-255,0,-255,0,0,0,0,0,0,0,0
91,0,104,0.67075,11.2536,0,0,13.8,-5.48912239,36.18210107,0,-1.39802,-255,0,-255,0,0,0,0,0,0,0,0
92,0,105,0.67387,11.3004,0,0,13.6,-5.48914997,36.18211825,0,-1.64457,-255,0,-255,0,0,0,0,0,0,0,0
93,0,105,0.6773,12.2148,0,0,13.6,-5.48918148,36.18213569,0,-0.879024,-255,0,-255,0,0,0,0,0,0,0,0
94,12,105,0.68117,13.338,0,16,13.8,-5.48921065,36.18216150,0,0.0165597,-255,0,-255,0,0,0,0,0,0,0,0
95,42,104,0.68582,15.7248,0,131,14,-5.48925298,36.18218564,0,0.446665,-255,0,-255,0,0,0,0,0,0,0,0
96,60,104,0.69091,17.4492,0,256,13.8,-5.48930503,36.18220383,0,-0.328305,-255,0,-255,0,0,0,0,0,0,0,0
97,76,103,0.6967,19.4004,0,223,13.8,-5.48936999,36.18220685,0,-0.08705,-255,0,-255,0,0,0,0,0,0,0,0
98,82,103,0.70282,20.8476,0,198,13.6,-5.48943814,36.18220291,0,-0.413847,-255,0,-255,0,0,0,0,0,0,0,0
99,84,103,0.70915,22.0032,0,226,13.4,-5.48950762,36.18219260,0,-0.729803,-255,0,-255,0,0,0,0,0,0,0,0
100,93,104,0.71601,23.4396,0,220,13.6,-5.48958113,36.18221012,0,-0.438257,-255,0,-255,0,0,0,0,0,0,0,0
101,93,104,0.72296,24.39,0,197,13.6,-5.48965439,36.18223015,0,-0.438257,-255,0,-255,0,0,0,0,0,0,0,0
102,100,105,0.73012,25.2864,0,182,13.6,-5.48972924,36.18225203,0,0.202769,-255,0,-255,0,0,0,0,0,0,0,0
103,102,106,0.73753,26.2404,0,169,13.6,-5.48980728,36.18227349,0,0.202769,-255,0,-255,0,0,0,0,0,0,0,0
104,103,107,0.74513,27.018,0,158,13.4,-5.48988791,36.18229385,0,-0.577186,-255,0,-255,0,0,0,0,0,0,0,0
105,103,107,0.75321,28.512,0,159,13,-5.48997441,36.18231347,0,-1.50234,-255,0,-255,0,0,0,0,0,0,0,0
106,84,108,0.76132,29.1276,0,159,12.6,-5.49005932,36.18233828,0,-1.60263,-255,0,-255,0,0,0,0,0,0,0,0
107,71,108,0.76957,29.628,0,159,12.6,-5.49014691,36.18236024,0,-1.60263,-255,0,-255,0,0,0,0,0,0,0,0
108,71,108,0.77809,30.3516,0,172,12.8,-5.49023710,36.18238354,0,-1.04109,-255,0,-255,0,0,0,0,0,0,0,0
109,73,109,0.78686,31.0644,0,185,12.8,-5.49033073,36.18240584,0,-0.725138,-255,0,-255,0,0,0,0,0,0,0,0
110,73,109,0.79584,31.608,0,192,13,-5.49042611,36.18242964,0,-0.793969,-255,0,-255,0,0,0,0,0,0,0,0
111,75,110,0.80456,31.464,0,193,13,-5.49051706,36.18245680,0,-0.793969,-255,0,-255,0,0,0,0,0,0,0,0
112,76,110,0.81347,31.8348,0,178,13.2,-5.49061060,36.18248329,0,-0.569504,-255,0,-255,0,0,0,0,0,0,0,0
113,76,111,0.82244,32.2164,0,181,13,-5.49070615,36.18250634,0,-0.79247,-255,0,-255,0,0,0,0,0,0,0,0
114,77,111,0.83156,32.742,0,177,12.8,-5.49080456,36.18252645,0,-0.748608,-255,0,-255,0,0,0,0,0,0,0,0
115,78,111,0.84058,32.454,0,176,12.6,-5.49089869,36.18255445,0,-0.475289,-255,0,-255,0,0,0,0,0,0,0,0
116,78,111,0.84971,32.6448,0,189,12.4,-5.49099348,36.18258395,0,-0.201129,-255,0,-255,0,0,0,0,0,0,0,0
117,78,111,0.85899,33.0948,0,193,12.4,-5.49109122,36.18261061,0,-0.201129,-255,0,-255,0,0,0,0,0,0,0,0
118,79,111,0.8683,33.4116,0,196,12.6,-5.49119079,36.18263341,0,-0.221046,-255,0,-255,0,0,0,0,0,0,0,0
119,80,112,0.87784,34.0884,0,190,12.6,-5.49129113,36.18266148,0,-0.221046,-255,0,-255,0,0,0,0,0,0,0,0
120,81,112,0.88736,34.092,0,192,12.8,-5.49139230,36.18268680,0,-0.233677,-255,0,-255,0,0,0,0,0,0,0,0
121,79,112,0.89682,33.8184,0,171,13,-5.49149481,36.18270608,0,-0.0222617,-255,0,-255,0,0,0,0,0,0,0,0
122,39,113,0.90636,33.9732,0,60,13.2,-5.49159614,36.18273147,0,-0.0370836,-255,0,-255,0,0,0,0,0,0,0,0
123,82,113,0.91585,34.1244,0,167,12.8,-5.49169689,36.18275670,0,-0.235611,-255,0,-255,0,0,0,0,0,0,0,0
124,74,113,0.92539,34.398,0,192,12.8,-5.49179773,36.18278319,0,-0.0163131,-255,0,-255,0,0,0,0,0,0,0,0
125,74,114,0.93492,34.326,0,0,12.8,-5.49189990,36.18280616,0,0.205416,-255,0,-255,0,0,0,0,0,0,0,0
126,74,114,0.94419,33.6996,0,0,13.2,-5.49199822,36.18283097,0,0.855973,-255,0,-255,0,0,0,0,0,0,0,0
127,0,113,0.9531,32.58,0,0,13,-5.49209051,36.18286055,0,0.631507,-255,0,-255,0,0,0,0,0,0,0,0
128,0,112,0.96174,31.8996,0,0,12.6,-5.49218137,36.18288562,0,-0.0462819,-255,0,-255,0,0,0,0,0,0,0,0
129,0,111,0.96958,29.6892,0,0,12.4,-5.49226410,36.18290808,0,-0.301384,-255,0,-255,0,0,0,0,0,0,0,0
130,0,111,0.97425,16.0884,0,0,12.6,-5.49231330,36.18292132,0,-0.0832,-255,0,-255,0,0,0,0,0,0,0,0
131,0,110,0.97871,14.9688,0,0,12.8,-5.49235974,36.18293566,0,0.153812,-255,0,-255,0,0,0,0,0,0,0,0
132,0,110,0.98268,13.9536,0,0,12.8,-5.49239921,36.18295251,0,-0.0558319,-255,0,-255,0,0,0,0,0,0,0,0
133,0,109,0.98648,13.9536,0,0,12.6,-5.49243283,36.18297329,0,-0.160647,-255,0,-255,0,0,0,0,0,0,0,0
134,0,107,0.99074,14.7816,0,0,12.8,-5.49246208,36.18300372,0,0.308842,-255,0,-255,0,0,0,0,0,0,0,0
135,0,106,0.99522,15.5772,0,0,12.8,-5.49250122,36.18302878,0,0.308842,-255,0,-255,0,0,0,0,0,0,0,0
136,35,104,1.00018,16.8876,0,66,12.8,-5.49255461,36.18304102,0,-0.122656,-255,0,-255,0,0,0,0,0,0,0,0
137,47,102,1.00531,17.604,0,130,12.8,-5.49261170,36.18303473,0,0.10181,-255,0,-255,0,0,0,0,0,0,0,0
138,62,101,1.01055,18.2808,0,208,12.8,-5.49266894,36.18302534,0,0.564775,-255,0,-255,0,0,0,0,0,0,0,0
139,74,99,1.01619,19.7568,0,194,13.2,-5.49273139,36.18302065,0,1.52909,-255,0,-255,0,0,0,0,0,0,0,0
140,79,99,1.02255,22.104,0,175,13.4,-5.49280213,36.18302216,0,1.41529,-255,0,-255,0,0,0,0,0,0,0,0
141,83,99,1.02855,21.7008,0,194,13.6,-5.49286215,36.18304714,0,1.3002,-255,0,-255,0,0,0,0,0,0,0,0
142,85,100,1.03484,22.248,0,200,13.2,-5.49292836,36.18306533,0,0.664271,-255,0,-255,0,0,0,0,0,0,0,0
143,87,101,1.04134,22.896,0,204,13.4,-5.49299768,36.18308209,0,1.49827,-255,0,-255,0,0,0,0,0,0,0,0
144,91,102,1.04788,23.2524,0,176,13.4,-5.49306826,36.18309642,0,1.02878,-255,0,-255,0,0,0,0,0,0,0,0
145,94,103,1.05431,24.1992,0,163,13.6,-5.49313774,36.18311000,0,1.33983,-255,0,-255,0,0,0,0,0,0,0,0
146,96,103,1.06103,24.2136,0,174,13.6,-5.49320824,36.18313003,0,1.33983,-255,0,-255,0,0,0,0,0,0,0,0
147,98,103,1.06778,24.2136,0,193,13.4,-5.49327822,36.18315208,0,1.04353,-255,0,-255,0,0,0,0,0,0,0,0
148,86,104,1.07444,24.5016,0,201,13.6,-5.49334779,36.18317253,0,1.34383,-255,0,-255,0,0,0,0,0,0,0,0
149,82,104,1.08142,24.8868,0,199,14,-5.49342013,36.18319550,0,1.20768,-255,0,-255,0,0,0,0,0,0,0,0
150,83,106,1.08834,24.6672,0,204,14.2,-5.49349515,36.18320916,0,1.18223,-255,0,-255,0,0,0,0,0,0,0,0
151,81,107,1.09526,24.6852,0,224,14.2,-5.49356815,36.18322894,0,0.848896,-255,0,-255,0,0,0,0,0,0,0,0
152,82,107,1.10181,24.048,0,166,14.4,-5.49363747,36.18324713,0,1.79017,-255,0,-255,0,0,0,0,0,0,0,0
153,83,108,1.10885,24.8652,0,205,14.8,-5.49371392,36.18326088,0,2.05066,-255,0,-255,0,0,0,0,0,0,0,0
154,82,108,1.11577,24.9192,0,206,15,-5.49378910,36.18327429,0,2.33968,-255,0,-255,0,0,0,0,0,0,0,0
155,82,109,1.12279,24.876,0,216,15,-5.49386320,36.18329415,0,2.02863,-255,0,-255,0,0,0,0,0,0,0,0
156,84,110,1.12962,24.8292,0,201,15,-5.49393436,36.18331569,0,2.02863,-255,0,-255,0,0,0,0,0,0,0,0
157,83,110,1.1365,25.092,0,202,15.4,-5.49400745,36.18333388,0,2.90632,-255,0,-255,0,0,0,0,0,0,0,0
158,83,111,1.14315,24.7068,0,214,15,-5.49407769,36.18335266,0,2.00451,-255,0,-255,0,0,0,0,0,0,0,0
159,83,112,1.15011,25.3404,0,207,15.4,-5.49415153,36.18337143,0,2.00615,-255,0,-255,0,0,0,0,0,0,0,0
160,84,112,1.15713,25.3404,0,210,15.8,-5.49422630,36.18338954,0,2.28693,-255,0,-255,0,0,0,0,0,0,0,0
161,85,112,1.16423,25.4412,0,197,16.2,-5.49430056,36.18341100,0,2.85032,-255,0,-255,0,0,0,0,0,0,0,0
162,86,113,1.17161,26.3052,0,201,16.6,-5.49437977,36.18342860,0,3.08697,-255,0,-255,0,0,0,0,0,0,0,0
163,88,114,1.17904,27.216,0,189,16.4,-5.49445932,36.18344670,0,2.24961,-255,0,-255,0,0,0,0,0,0,0,0
164,88,114,1.18643,27.216,0,188,16.2,-5.49453853,36.18346456,0,1.68996,-255,0,-255,0,0,0,0,0,0,0,0
165,91,114,1.1944,28.116,0,188,16.2,-5.49462310,36.18348576,0,1.68996,-255,0,-255,0,0,0,0,0,0,0,0
166,86,114,1.20237,28.4544,0,181,16.2,-5.49470290,36.18351719,0,1.68996,-255,0,-255,0,0,0,0,0,0,0,0
167,79,115,1.21087,29.9268,0,168,16.4,-5.49478370,36.18355717,0,1.34386,-255,0,-255,0,0,0,0,0,0,0,0
168,72,115,1.21982,31.6908,0,167,16.2,-5.49486006,36.18360914,0,1.72191,-255,0,-255,0,0,0,0,0,0,0,0
169,75,115,1.22884,32.1912,0,186,16,-5.49493063,36.18366723,0,0.92547,-255,0,-255,0,0,0,0,0,0,0,0
170,78,115,1.23819,32.904,0,181,15.8,-5.49499266,36.18373504,0,0.141766,-255,0,-255,0,0,0,0,0,0,0,0
171,80,115,1.24777,33.6888,0,181,15.8,-5.49504320,36.18381115,0,-0.421617,-255,0,-255,0,0,0,0,0,0,0,0
172,80,115,1.25743,34.146,0,198,15.6,-5.49506156,36.18389698,0,-1.17066,-255,0,-255,0,0,0,0,0,0,0,0
173,81,116,1.2668,33.3612,0,185,15.2,-5.49508452,36.18397945,0,-1.32837,-255,0,-255,0,0,0,0,0,0,0,0
174,78,116,1.27606,33.3612,0,170,15.2,-5.49511135,36.18406000,0,-1.05774,-255,0,-255,0,0,0,0,0,0,0,0
175,78,116,1.28537,33.3792,0,0,15,-5.49516457,36.18413234,0,-1.27256,-255,0,-255,0,0,0,0,0,0,0,0
176,78,117,1.29448,32.6628,0,0,15,-5.49523951,36.18418766,0,-1.27256,-255,0,-255,0,0,0,0,0,0,0,0
177,0,116,1.30358,32.6628,0,0,14.8,-5.49531813,36.18423946,0,-1.72763,-255,0,-255,0,0,0,0,0,0,0,0
178,0,116,1.31302,32.364,0,0,14.6,-5.49542584,36.18423862,0,-1.71603,-255,0,-255,0,0,0,0,0,0,0,0
179,0,116,1.32177,32.3712,0,0,14.6,-5.49552139,36.18425664,0,-1.49431,-255,0,-255,0,0,0,0,0,0,0,0
180,77,116,1.33058,32.3712,0,194,15.2,-5.49561309,36.18428456,0,-0.599362,-255,0,-255,0,0,0,0,0,0,0,0
181,75,116,1.33918,31.446,0,235,15.6,-5.49568836,36.18433300,0,-0.134244,-255,0,-255,0,0,0,0,0,0,0,0
182,76,116,1.34767,30.7944,0,219,15.6,-5.49576438,36.18437843,0,0.0727948,-255,0,-255,0,0,0,0,0,0,0,0
183,72,116,1.35587,29.9412,0,215,15.8,-5.49584267,36.18441640,0,0.74359,-255,0,-255,0,0,0,0,0,0,0,0
184,76,116,1.36369,28.8144,0,233,16.2,-5.49591626,36.18445387,0,1.2551,-255,0,-255,0,0,0,0,0,0,0,0
185,86,116,1.37135,27.8964,0,232,16.6,-5.49598902,36.18448975,0,1.99211,-255,0,-255,0,0,0,0,0,0,0,0
186,94,116,1.37885,27.234,0,191,16.8,-5.49606303,36.18452101,0,2.25878,-255,0,-255,0,0,0,0,0,0,0,0
187,96,117,1.38582,25.6536,0,172,17.2,-5.49613226,36.18454917,0,3.05245,-255,0,-255,0,0,0,0,0,0,0,0
188,92,117,1.39282,25.1928,0,170,17.6,-5.49620259,36.18457625,0,3.83575,-255,0,-255,0,0,0,0,0,0,0,0
189,93,117,1.39981,25.1928,0,184,18,-5.49627383,36.18460148,0,4.40799,-255,0,-255,0,0,0,0,0,0,0,0
190,90,118,1.40637,24.0408,0,198,18.2,-5.49633997,36.18462629,0,4.03183,-255,0,-255,0,0,0,0,0,0,0,0
191,87,118,1.41303,23.994,0,203,18.4,-5.49640811,36.18464967,0,3.86701,-255,0,-255,0,0,0,0,0,0,0,0
192,88,119,1.41975,23.994,0,222,18.6,-5.49647693,36.18467331,0,4.16463,-255,0,-255,0,0,0,0,0,0,0,0
193,87,119,1.42634,23.6412,0,215,18.8,-5.49654197,36.18470072,0,4.22422,-255,0,-255,0,0,0,0,0,0,0,0
194,85,119,1.43268,22.7916,0,213,19.6,-5.49660861,36.18471958,0,4.97455,-255,0,-255,0,0,0,0,0,0,0,0
195,82,119,1.43872,21.4452,0,153,19.8,-5.49667055,36.18474053,0,4.78348,-255,0,-255,0,0,0,0,0,0,0,0
196,79,119,1.44456,21.4452,0,188,20.2,-5.49673031,36.18476124,0,5.20175,-255,0,-255,0,0,0,0,0,0,0,0
197,78,119,1.45047,21.3372,0,227,20.4,-5.49678974,36.18478370,0,4.96626,-255,0,-255,0,0,0,0,0,0,0,0
198,78,120,1.4563,21.0276,0,214,20.6,-5.49684858,36.18480599,0,4.73789,-255,0,-255,0,0,0,0,0,0,0,0
199,77,120,1.46194,20.6352,0,205,20.8,-5.49690725,36.18482393,0,4.52025,-255,0,-255,0,0,0,0,0,0,0,0
200,74,120,1.46735,20.1024,0,199,21,-5.49696199,36.18484405,0,4.58506,-255,0,-255,0,0,0,0,0,0,0,0
201,74,120,1.47243,18.8064,0,195,21.4,-5.49701429,36.18486165,0,5.07217,-255,0,-255,0,0,0,0,0,0,0,0
202,71,120,1.47769,19.404,0,225,21.6,-5.49706793,36.18488043,0,5.15478,-255,0,-255,0,0,0,0,0,0,0,0
203,72,120,1.4831,19.6488,0,251,21.8,-5.49712334,36.18489954,0,5.22097,-255,0,-255,0,0,0,0,0,0,0,0
204,71,120,1.48851,19.2168,0,246,22.2,-5.49717782,36.18492007,0,4.6985,-255,0,-255,0,0,0,0,0,0,0,0
